osm_id,rooms,name,opening_ho,addrcity,addrhousen,source,man_made,shop,addrstreet,amenity,addrfull,beds,tourism
6072960952,,Total Likoni Ferry Service Station,,Likoni,,,,,Likoni-Ukunda Road,fuel,,,
6072960953,,Caltex,,Likoni,,,,,Likoni-Ukunda Road,fuel,,,
6073011724,,Al Heidy Gas Supply,,Likoni,,,,,Likoni-Ukunda Road,fuel,,,
6073011725,,Marge Diesel Point,,Likoni,,,,,Likoni-Ukunda Road,fuel,,,
6073489981,,Kapitol Petrol Station,,Mariakani,,,,,Mombasa Road,fuel,,,
6073489982,,Dur Dur Enterprises Filling Station,,Mariakani,,,,,Mombasa Road,fuel,,,
6073489983,,Mariakani Filling Station,,Mariakani,,,,,Mombasa Road,fuel,,,
6073490886,,Total Front view,,Mariakani,,,,,Mombasa Road,fuel,,,
6073490897,,Ainushamsi Energy Station Mariakani,,Mariakani,,,,,Mombasa Road,fuel,,,
6075673731,,Tiba Oil Petrol Station,,Mariakani,,,,,Mombasa Road,fuel,,,
6075785982,,Makstar Energy Samburu,,Chigombero,,,,,Mombasa Road,fuel,,,
6075785983,,Ulilinzi Mobile Filling Station,,Mackinnon,,,,,Mombasa Road,fuel,,,
6075790086,,Al-sherrif petrol station and restaurant,,Mackinnon,,,,,Mombasa Road,fuel,,,
6076115887,,National Oil Corporation-Mtito,,Mtito Andei,,,,,Mombasa Road,fuel,,,
6076313297,,Total Homabay Service Station,,Homa Bay,,,,,Homa Bay,fuel,,,
6079063243,,National Oil Corporation-HomaBay,,Homa Bay,,,,,Homa Bay,fuel,,,
6079063244,,Imani fuel station,,Homa Bay,,,,,C19,fuel,,,
6079063248,,SIMIS ENERGY,,Homa Bay,,,,,Homa Bay,fuel,,,
6079547985,,Coldori Petrol Station Mbita,,Mbita,,,,,Homa Bay-Mbita Road,fuel,,,
6084917272,,Jakoyugi Petrol Station,,Rodi Kopany,,,,,Homa Bay-Rongo Road,fuel,,,
6085556812,,Oilibya Graca,,Rongo,,,,,Homa Bay-Rongo Road,fuel,,,
6085580206,,Texas energy Petrol Station,,Rongo,,,,,Migori-Rongo Road,fuel,,,
6086991186,,Shell,,Athi River,,,,,Nairobi - Mombasa Road,fuel,,,
6087411685,,Petro,,,,,,,,fuel,,,
6092399428,,Riosiri Filling Station,,Tabaka,,,,,C20,fuel,,,
6095320811,,Webs petrol Station,,Kisii,,,,,B3,fuel,,,
6095320814,,National Oil Corporation-Pebo (K),,Kisii,,,,,B3,fuel,,,
6095345530,,National Oil,,Kisii,,,,,Cemetery Road,fuel,,,
6095345531,,SAB Gas Station,,Kisii,,,,,Cemetery Road,fuel,,,
6095345534,,denmark petrol station,,Kisii,,,,,Cemetery Road,fuel,,,
6095415055,,New Petrol Station,,Kisii,,,,,Cemetery Road,fuel,,,
6095562293,,Falcon Petrol Station,,Kisii,,,,,B3,fuel,,,
6095562302,,Gusii Deluxe,,Kisii,,,,,B3,fuel,,,
6095562315,,Lexo Energy Petrol Station Kisii,,Kisii,,,,,Kisii-sotik Road,fuel,,,
6095562316,,Total,,Kisii,,,,,Kisii-sotik Road,fuel,,,
6102845248,,Belcom Agencies,,Kisii,,,,,B3,fuel,,,
6102845254,,National Oil Corporation-Kisii Inaga,,Kisii,,,,,Migori-Rongo Road,fuel,,,
6102845260,,Tosha Petrol Station Kisii,,Kisii,,,,,B3,fuel,,,
6102845272,,National Oil Petro Station,,Kisii,,,,,Kisii-Kilgoris Road,fuel,,,
6102935023,,Gulf Energy - Kisii,,Musa Nyandusi,,,,,B3,fuel,,,
6102935024,,Boma Petrol Station,,Nyamira,,,,,B3,fuel,,,
6105571176,,Pe Obed,,Kisii,,,,,B3,fuel,,,
6105571211,,Regnol Oil K limited,,Nyamira,,,,,B3,fuel,,,
6105571213,,Agip Petrol Station,,Nyamira,,,,,B3,fuel,,,
6105571214,,Oilibya Sotik,,Nyamira,,,,,B3,fuel,,,
6105852753,,Yatcher Petrol Station,,Kitale,,,,,Kitale Suam Road,fuel,,,
6105930796,,Shell,,Keroka,,,,,B3,fuel,,,
6105930833,,Prestige filling station,,Kericho,,,,,B3,fuel,,,
6105930834,,Omoi Petrol Station,,Kericho,,,,,B3,fuel,,,
6105994792,,Total Sotik Service Station,,Sotik,,,,,,fuel,,,
6105994793,,Oilibya Petrol Station,,Sotik,,,,,Sotik,fuel,,,
6106058003,,Amuka Filling Station,,Kitale,,,,,Kitale Suam Road,fuel,,,
6106058004,,Fuel Guzz,,Kitale,,,,,Mumia Highway,fuel,,,
6106058058,,Total,,Kitale,,,,,Mumia Highway,fuel,,,
6106058065,,Kitale Link Filling Station,,Kitale,,,,,Ravine Road,fuel,,,
6106058201,,OLA Energy,,Kitale,,,,,Mt. Elgon Road,fuel,,,
6106078221,,Kuskong Petroleum,,Sotik,,,,,B3,fuel,,,
6106078222,,National Petrol Station,,Kericho,,,,,C23,fuel,,,
6106179055,,Chebole Service Station,,Chebole,,,,,B3,fuel,,,
6106202679,,Jovenna,,Kitale,,,,,Eldoret-Kitale Road,fuel,,,
6106202680,,Shell,,Kitale,,,,,Kwanza-Kapenguria Road,fuel,,,
6106202681,,Kipetro Petrol Station,,Kitale,,,,,Kwanza-Kapenguria Road,fuel,,,
6106202790,,National Oil,,Kitale,,,,,Mak Asembo Street,fuel,,,
6106202851,,National Oil,,Kitale,,,,,Kakamega-Kitale Road,fuel,,,
6106202852,,Total,,Kitale,,,,,Kakamega-Kitale Road,fuel,,,
6106202860,,Mogas,,Kitale,,,,,Kakamega-Kitale Road,fuel,,,
6106202867,,Rubis,,Kitale,,,,,Kakamega-Kitale Road,fuel,,,
6106202869,,Petro Filling Station,,Kitale,,,,,Eldoret-Kitale Road,fuel,,,
6106225177,,"Riva Petrol Station, Bomet",,Bomet,,,,,B3,fuel,,,
6106225180,,Rubis,,Bomet,,,,,B3,fuel,,,
6113121399,,Cantex South Rift Filling Station,,Korara,,,,,Kaplong-Narok-Maai Road,fuel,,,
6115566518,,Hass Petroleums,,Narok,,,,,Kaplong-Narok-Maai Road,fuel,,,
6116638082,,Gulf Energy,,Limuru,,,,,Limuru Road,fuel,,,
6116638308,,National Oil Corporation-Tigoni,,Limuru,,,,,Limuru Road,fuel,,,
6116638691,,MAXX Petrol Station,,,,,,,Limuru Road,fuel,,,
6116638693,,Cactus Service Station,,,,,,,Limuru Road,fuel,,,
6116638694,,National Oil Petrol Station,,,,,,,Limuru Road,fuel,,,
6117380685,,Kihumbu-ini Petrol Station,,,,,,,,fuel,,,
6117710004,,Total,,KIAMBU,,,,,Kiambu Road,fuel,,,
6130562030,,National Oil Corporation-Kisumu Lake,,Kisumu,,,,,Oginga Odinga Road,fuel,,,
6130562039,,National Petrol Station Ksm,,Kisumu,,,,,Busia Road,fuel,,,
6130562041,,Total,,Kisumu,,,,,Makasembo Road,fuel,,,
6130562042,,Total,,Kisumu,,,,,Otieno Oyoo Street,fuel,,,
6130562043,,Total,,Kisumu,,,,,Otieno Oyoo Street,fuel,,,
6130562044,,Rubis,,Kisumu,,,,,Otieno Oyoo Street,fuel,,,
6130562045,,Total Petrol Station - Kamas,,Kisumu,,,,,Otieno Oyoo Street,fuel,,,
6134999140,,Downtown Filling Station,,Meru,,,,,Njuri Ncheke Street,fuel,,,
6134999148,,Tosha Petrol Station,,Meru,,,,,Meru-Nairobi Highway,fuel,,,
6134999149,,OLA Energy,,Meru,,,,,Meru-Nairobi Highway,fuel,,,
6140765579,,Shell,,,,,,,Embu-Nairobi Highway,fuel,,,
6142124435,,Total,,Meru,,,,,Embu-Meru Highway,fuel,,,
6142165380,,Total,,Meru,,,,,Meru-Maua Road,fuel,,,
6142631946,,Rubui Oil Petrol Station,,Meru,,,,,D 484,fuel,,,
6142838894,,National Oil And gas Station - Kianjai,,Meru,,,,,Meru-Maua Road,fuel,,,
6142838895,,National Oil Corporation-Kianjai,,Meru,,,,,Meru-Maua Road,fuel,,,
6144610321,,Gulf Petrol Station,,Nkubu,,,,,Meru-Nairobi Highway,fuel,,,
6144610331,,Shell,,Nkubu,,,,,Meru-Nairobi Highway,fuel,,,
6144729088,,Kenol Petrol Station,,Maua,,,,,Meru-Maua Road,fuel,,,
6145139199,,Stabex Petrol Station Eldoret,,Eldoret,,,,,Eldoret -Webuye - Malaba Road,fuel,,,
6145139200,,Luqman Petrol Station,,Eldoret,,,,,Eldoret -Webuye - Malaba Road,fuel,,,
6145139202,,Suez Petrol Station,,Eldoret,,,,,Eldoret -Webuye - Malaba Road,fuel,,,
6145139203,,City Petro,,Eldoret,,,,,Eldoret -Webuye - Malaba Road,fuel,,,
6147336316,,Diesel Power Petrol Station,,Eldoret,,,,,Eldoret -Webuye - Malaba Road,fuel,,,
6147336318,,Amana service station,,Eldoret,,,,,Eldoret -Webuye - Malaba Road,fuel,,,
6147336319,,Tiba Freight Petrol Station,,Eldoret,,,,,Eldoret -Webuye - Malaba Road,fuel,,,
6147336323,,TROJAN INTERNATIONAL STATION,,Eldoret,,,,,Eldoret -Webuye - Malaba Road,fuel,,,
6147336327,,Ken Gas,,Eldoret,,,,,Eldoret -Webuye - Malaba Road,fuel,,,
6147457915,,Premium Petrol Station,,Eldoret,,,,,Eldoret -Webuye - Malaba Road,fuel,,,
6147457916,,Oil Well Petrol Station,,Eldoret,,,,,Eldoret -Webuye - Malaba Road,fuel,,,
6147580900,,Ainushamsi AS energy Petrol Station,,Eldoret,,,,,Eldoret -Webuye - Malaba Road,fuel,,,
6147580904,,Rubis,,Eldoret,,,,,Eldoret -Webuye - Malaba Road,fuel,,,
6147580916,,Petro Fuel station,,Eldoret,,,,,Eldoret -Webuye - Malaba Road,fuel,,,
6147580918,,Diesel Power Company Limited,,Eldoret,,,,,Eldoret -Webuye - Malaba Road,fuel,,,
6147580921,,Shell,,Eldoret,,,,,Eldoret -Webuye - Malaba Road,fuel,,,
6147580924,,Afal Petrol Station,,Eldoret,,,,,Eldoret -Webuye - Malaba Road,fuel,,,
6147580925,,National Oil Corporation-Eldoret Central,,Eldoret,,,,,Eldoret -Webuye - Malaba Road,fuel,,,
6147580929,,TOSHA PETROL STATION,,Eldoret,,,,,Eldoret -Webuye - Malaba Road,fuel,,,
6147580932,,National Oil Corporation,,Eldoret,,,,,Eldoret -Webuye - Malaba Road,fuel,,,
6149190161,,Simba Energy,,Eldoret,,,,,Sixty Four Street,fuel,,,
6149305088,,Rubis,,Eldoret,,,,,Eldoret -Webuye - Malaba Road,fuel,,,
6149305102,,Trans Highway Service Station,,Eldoret,,,,,Sixty Four Street,fuel,,,
6149443725,,Wilchemos Limited,,Eldoret,,,,,Oloo Street,fuel,,,
6149443726,,Total New Eldoret Service Station,,Eldoret,,,,,Eldoret -Webuye - Malaba Road,fuel,,,
6149443765,,Total Sosiani River Service Station,,Eldoret,,,,,Stendi Kisa - Yala Road,fuel,,,
6149443770,,National Oil,,Eldoret,,,,,Stendi Kisa - Yala Road,fuel,,,
6149443773,,Shell,,Eldoret,,,,,Stendi Kisa - Yala Road,fuel,,,
6149443775,,Diesel Power Petrol Station,,Eldoret,,,,,Stendi Kisa - Yala Road,fuel,,,
6149443778,,Stabex Petrol Station,,Eldoret,,,,,Stendi Kisa - Yala Road,fuel,,,
6149572931,,Malten Filling Station,,Eldoret,,,,,Stendi Kisa - Yala Road,fuel,,,
6149572935,,Gulf Energy-Eldoret,,Eldoret,,,,,Ronald Ngala Street,fuel,,,
6149572951,,OLA Energy,,Eldoret,,,,,Ronald Ngala Street,fuel,,,
6149572977,,Petro Gas Station,,Eldoret,,,,,Malaba Road,fuel,,,
6149634441,,Stabex International,,Eldoret,,,,,Eldoret - Nakuru Road,fuel,,,
6149634442,,Simba Energy,,Eldoret,,,,,Eldoret - Nakuru Road,fuel,,,
6149634448,,Oslo Petrol Station,,Eldoret,,,,,Unnamed Road,fuel,,,
6149634453,,Outspan Energy,,Eldoret,,,,,Eldoret - Nakuru Road,fuel,,,
6149634456,,Cheplaskei Filling Station,,Eldoret,,,,,Eldoret - Nakuru Road,fuel,,,
6149634587,,Diesel Power,,Cheptiret,,,,,Eldoret - Nakuru Road,fuel,,,
6151398346,,Lake Gas Petrol Station,,Nakuru,,,,,Nakuru-Kisumu Road,fuel,,,
6151398347,,Total Elburgon,,Nakuru,,,,,Nakuru-Kisumu Road,fuel,,,
6151398351,,Rubis Highway (Eldoret-Nakuru),,Nakuru,,,,,Nakuru-Kisumu Road,fuel,,,
6151398353,,Rubis,,Nakuru,,,,,Nakuru-Kisumu Road,fuel,,,
6151466834,,Kester,,Nakuru,,,,,Nakuru-Kisumu Road,fuel,,,
6151466839,,National Oil,,Nakuru,,,,,George Morara Road,fuel,,,
6151466840,,RIVA Petrol station,,Nakuru,,,,,Gorge Morara Road,fuel,,,
6151466841,,Kobil Shabaab,,Nakuru,,,,,Lower Bedi Road,fuel,,,
6151466843,,Total Westend Service Station,,Nakuru,,,,,George Morara Road,fuel,,,
6151497057,,Kinamba Service Station,,Nakuru,,,,,West Road,fuel,,,
6151497059,,Rubis,,Nakuru,,,,,George Morara Road,fuel,,,
6161845858,,Simco Filling Station,,Kiambu,,,,,Kiambu Road,fuel,,,
6170382848,,Delta Filling Station,,Kiambu,,,,,Gitaru Road,fuel,,,
6173489656,,Total Kayole,,Nairobi,,,,,Kangundo Road,fuel,,,
6173489658,,Lexo Energy service station,,Nairobi,,,,,Kangundo Road,fuel,,,
6173489659,,Bakri Petrol station Kangundo Rd,,Nairobi,,,,,Kangundo Road,fuel,,,
6173489660,,OLA Energy,,Nairobi,,,,,Kangundo Road,fuel,,,
6173489662,,Kobil,,Nairobi,,,,,Kangundo Road,fuel,,,
6173489664,,DELTA PETROL STATION,,Nairobi,,,,,Kangundo Road,fuel,,,
6173489665,,Rubis,,Nairobi,,,,,Kangundo Road,fuel,,,
6189878369,,Rubis,,Nakuru,,,,,Nakuru-Sigor Road,fuel,,,
6189878371,,Hashi Petrol Station,,Nakuru,,,,,Nakuru-Sigor Road,fuel,,,
6192315401,,Rubis,,Nakuru,,,,,Baringo Street,fuel,,,
6197926465,,Total,,Nairobi,,,,,Enterprise Road,fuel,,,
6198796724,,Shell,,Nairobi,,,,,Outer Ring Road,fuel,,,
6199038591,,National oil,,Ruiru,,,,,Thika Road,fuel,,,
6199038605,,Regnol Ruiru Toll Petrol Station,,Ruiru,,,,,Thika Road,fuel,,,
6199038606,,Delta Service Station – Thika Road Weighbridge.,,Ruiru,,,,,Thika Road,fuel,,,
6199038670,,Total,,Juja,,,,,Thika Road,fuel,,,
6199038689,,Rubis,,Juja,,,,,Thika Road,fuel,,,
6200899853,,Jumbo Petrol Station,,Kamiti Corner,,,,,Kamiti Road,fuel,,,
6200899872,,Moonstar Filling Point,,Ruiru,,,,,Kamiti Road,fuel,,,
6200899874,,Rubis,,Ruiru,,,,,Kamiti Road,fuel,,,
6207341908,,OLA energy,,Ruiru,,,,,Ruiru Kamiti Road,fuel,,,
6207571855,,Rubis,,Juja,,,,,Thika Road,fuel,,,
6207691351,,Shell,,Thika,,,,,Garissa Road,fuel,,,
6207707073,,Shell,,Thika,,,,,kenyatta highway,fuel,,,
6208217286,,Rubis,,Nairobi,,,,,Airport North Road,fuel,,,
6209899672,,Total Thika Service Station,,Thika,,,,,Kenyatta Highway,fuel,,,
6209964953,,Shell,,Thika,,,,,Kenyatta Highway,fuel,,,
6210018132,,TOWBA PETRO,,Thika,,,,,Garissa Road,fuel,,,
6210018134,,Astrol Petrol station,,Thika,,,,,Garissa Road,fuel,,,
6210018135,,National Oil Corporation-Thika Bidco,,Thika,,,,,General Kago Road,fuel,,,
6210053468,,Delta Petrol Station,,Thika,,,,,Garissa Road,fuel,,,
6210053475,,National Oil Corporation-Thika Makongeni,,Thika,,,,,Garissa Road,fuel,,,
6210202295,,Publicity Stores,,Mlolongo,,,,,Mombasa Road,fuel,,,
6210202641,,Petmak,,Mlolongo,,,,,Mombasa Road,fuel,,,
6210202642,,Alpha Filing Station,,Mlolongo,,,,,Mombasa Road,fuel,,,
6210202651,,Olympic Petrol Station,,Mlolongo,,,,,Mombasa Road,fuel,,,
6210240736,,Hashi Kilimambogo,,Thika,,,,,Garissa Road,fuel,,,
6210240752,,National Oil Corporation-Kabati,,Muranga,,,,,Meru-Nairobi Highway,fuel,,,
6210240758,,Kabati Centre,,Kabati,,,,,Old Road,fuel,,,
6210243609,,Total,,Athi River,,,,,Mombasa Road,fuel,,,
6210275893,,Total Athi River,,Athi River,,,,,Mombasa Road,fuel,,,
6210275894,,Delta Service Station,,Nairobi,,,,,Mombasa Road,fuel,,,
6210281805,,Rubis,,Kenol,,,,,Meru-Nairobi Highway,fuel,,,
6210281810,,Glory Filling Station,,Kariguni,,,,,C71,fuel,,,
6210281812,,Gulf Energy Muranga Junction,,Kariguni,,,,,C71,fuel,,,
6212995373,,Gulf Energy,,Kenol,,,,,C71,fuel,,,
6212995378,,Friends Filling Station,,Saba Saba,,,,,C71,fuel,,,
6212995379,,Overflow Gas Station,,Saba Saba,,,,,C71,fuel,,,
6212995383,,Shell,,Heho,,,,,C71,fuel,,,
6212996992,,,,Maragua,,,,,,fuel,,,
6212996994,,Total,,Maragua,,,,,,fuel,,,
6213154922,,Gulf Energy - Muranga,,Murang'a,,,,,Murang'a- Nairobi Road,fuel,,,
6213154923,,Mufill Petrol Station,,Murang'a,,,,,Murang'a- Nairobi Road,fuel,,,
6213154929,,Kenol Mitiini,,Murang'a,,,,,C72,fuel,,,
6213154950,,Total Mwihoti Service Station,,Murang'a,,,,,C71,fuel,,,
6213154951,,National Oil,,Murang'a,,,,,Muranga,fuel,,,
6213275408,,National Oil Corporation-Sagana,,Sagana,,,,,C71,fuel,,,
6213275409,,Rubis,,Sagana,,,,,C71,fuel,,,
6213275412,,Total,,Sagana,,,,,A2,fuel,,,
6213405864,,Goodluck Filling Station,,Gatithi,,,,,A2,fuel,,,
6213405865,,Star Energy,,Gatithi,,,,,A2,fuel,,,
6213405867,,Oryx Energies,,Gatithi,,,,,A2,fuel,,,
6213405868,,Aspam Gas Station Sagana,,Gatithi,,,,,A2,fuel,,,
6213405869,,Hawks Energy Kibingoti,,Gatithi,,,,,A2,fuel,,,
6213405879,,Shell,,Karatina,,,,,C74,fuel,,,
6215733428,,National Oil Corporation-Karatina,,Karatina,,,,,,fuel,,,
6215733430,,OLA Energy,,Karatina,,,,,A2,fuel,,,
6215841016,,National Oil,,Gatitu,,,,,Nyeri Karatina Road,fuel,,,
6215841017,,Total,,Gatitu,,,,,Nyeri Karatina Road,fuel,,,
6216321655,,Gulf Energy - Ngong Bubul,,Ngong,,,,,Ngong Road,fuel,,,
6216321657,,Pride Ride Kenya,,Ngong,,,,,Ngong Road,fuel,,,
6216321660,,National Oil Petrol Station,,Ngong,,,,,Ngong Road,fuel,,,
6216321662,,Vet Filling Station,,Ngong,,,,,Kangawa Road,fuel,,,
6216321668,,Shell,,Ngong,,,,,Ngong Road,fuel,,,
6216321671,,Delta Service Station- Ngong Town,,Ngong,,,,,Ngong Road,fuel,,,
6216321672,,Be Energy Petrol Station Ngong Town,,Ngong,,,,,,fuel,,,
6216376860,,Total shaz Energy,,Ngong,,,,,Ngong Road,fuel,,,
6216376861,,Ngong quick servise station,,Ngong,,,,,Ngong Road,fuel,,,
6216376862,,Rubis,,Ngong,,,,,Ngong Road,fuel,,,
6216376866,,Ilade Oil Service Station,,Ngong,,,,,Ngong Road,fuel,,,
6216376871,,Gas & Co.,,Ngong,,,,,Forest Line -Ngong  Road,fuel,,,
6218304918,,Total Matasia,,Matasia,,,,,Forest Line Road,fuel,,,
6218487553,,Kencom Petrol Station,,Kiserian,,,,,Forest Line Road,fuel,,,
6218487564,,Lechu Service Station,,Kiserian,,,,,Migon Street,fuel,,,
6218487584,,Tik Koz Gas Point,,Kiserian,,,,,Magadi Road,fuel,,,
6218599562,,Total Ongata Rongai Service Station,,Rongai,,,,,Magadi Road,fuel,,,
6218599569,,Bakri Petrol Station,,Rongai,,,,,Magadi Road,fuel,,,
6218698870,,Shell,,Ongata Rongai,,,,,Magadi Road,fuel,,,
6218698871,,Rubis,,Ongata Rongai,,,,,Magadi Road,fuel,,,
6218698877,,Shanle Petrol Station,,Ongata Rongai,,,,,Magadi Road,fuel,,,
6218698879,,G Mars Petrol Station,,Ongata Rongai,,,,,Magadi Road,fuel,,,
6218700287,,Trojan Petrol Station,,Ongata Rongai,,,,,Magadi Road,fuel,,,
6218727830,,Olympic Petrol Station,,Rongai,,,,,Magadi Road,fuel,,,
6218727833,,Meru Petro Station,,Rongai,,,,,Magadi Road,fuel,,,
6222293185,,PETRO Shelly,,,,,,,,fuel,,,
6224771750,,Gataka,,Rongai,,,,,Ushirika Road,fuel,,,
6224771768,,Tosha Petrol Station,,Rongai,,,,,Magadi Road,fuel,,,
6224771769,,Hashi Energy Petrol Station,,Rongai,,,,,Magadi Road,fuel,,,
6224883281,,Rubis,,Langata,,,,,Langata Road,fuel,,,
6224960959,,Rubis,,Athi River,,,,,Makadara Road,fuel,,,
6226894926,,Shell Maanzoni,,Kyumvi,,,,,Mombasa Road,fuel,,,
6226897852,,Bakri Athi River Petrol Station,,Athi River,,,,,Nairobi - Mombasa Road,fuel,,,
6226897854,,BE petrol station,,Athi River,,,,,Nairobi - Mombasa Road,fuel,,,
6227040814,,Gulf Energy - Machakos Junction,,Machakos,,,,,Nairobi - Mombasa Road,fuel,,,
6227040815,,Royal Service Station,,Machakos,,,,,Nairobi - Mombasa Road,fuel,,,
6227256019,,National Oil Petrol Station Makutano,,Kyumvi,,,,,Mombasa Road,fuel,,,
6227256020,,Metro Service Station,,Kyumvi,,,,,Mombasa Road,fuel,,,
6227256021,,Engen,,Kyumvi,,,,,Mombasa Road,fuel,,,
6229298246,,Eupen Petrol Station,,Athi River,,,,,Namanga Road,fuel,,,
6229374240,,Shell,,Kyumvi,,,,,Mombasa Road,fuel,,,
6229374241,,Star Petrol Station,,Kyumvi,,,,,Mombasa Road,fuel,,,
6229375692,,National Oil Petrol Station Machakos,,Machakos,,,,,Chumvi-Machakos-Kitui Road,fuel,,,
6229505975,,Shell Kitengela,,Athi River,,,,,Namanga Road,fuel,,,
6229505976,,Bakri Petrol Station,,Athi River,,,,,Namanga Road,fuel,,,
6229506092,,Jp Energy,,Kitengela,,,,,Namanga Road,fuel,,,
6229506094,,Hashi,,Kitengela,,,,,Namanga Road,fuel,,,
6229506096,,Rubis,,Kajiado,,,,,Nairobi-Namanga Road,fuel,,,
6229624406,,Blay Petrol Station,,Kavoo,,,,,Mombasa Road,fuel,,,
6229624513,,Noble Oil,,Salama,,,,,Mombasa Road,fuel,,,
6232565669,,Kenol Wote,,Wote,,,,,Machakos-Wote Road,fuel,,,
6232739110,,Riverside Filling Station,,Sultan Hamud,,,,,Mombasa Road,fuel,,,
6232739118,,Petrol Station,,Sultan Hamud,,,,,Mombasa Road,fuel,,,
6232739125,,Blay Petrol,,Emali,,,,,Emali Town Slip Road,fuel,,,
6232739126,,Blay Filling Station,,Emali,,,,,Mombasa Road,fuel,,,
6232739137,,Shell,,Emali,,,,,Mombasa Road,fuel,,,
6232744906,,Delta Petrol Station,,Kathonzweni,,,,,Wote-Makindu Road,fuel,,,
6232984117,,Eagol,,Namanga,,,,,Athi River-Namanga Road,fuel,,,
6232984118,,Gp+ Global,,Namanga,,,,,Athi River-Namanga Road,fuel,,,
6232984119,,Gulf Energy Namanga,,Namanga,,,,,Athi River-Namanga Road,fuel,,,
6232984121,,Kenol Kobil Namanga,,Namanga,,,,,Athi River-Namanga Road,fuel,,,
6232984457,,Total Namanga Station,,Namanga,,,,,Athi River-Namanga Road,fuel,,,
6232985678,,DARAJANI ENERGY,,Masongaleni,,,,,,fuel,,,
6232986231,,Darusalam petroleum service,,Mtito Andei,,,,,Mombasa Road,fuel,,,
6235677114,,Luqman Petrolium Msa,,Mtsangatifu,,,,,Mombasa Road,fuel,,,
6235677115,,Bel Services Station,,Chigato Village,,,,,Mombasa Road,fuel,,,
6235677116,,Total GOLDNEST TRADING,,Gapco Kokotoni,,,,,Mombasa Road,fuel,,,
6235829841,,Danka,,Kabieni,,,,,Mombasa Road,fuel,,,
6235829848,,Amana Petroleum,,Kabieni,,,,,Mombasa Road,fuel,,,
6235829858,,Royal,,Chigato Village,,,,,Mombasa Road,fuel,,,
6235829860,,Shell,,Chigato Village,,,,,Mombasa Road,fuel,,,
6235829869,,Shell Bonje - Premium Fuels,,Chigato Village,,,,,,fuel,,,
6235829877,,Total Kwa Jomvu Service,,Jomvu,,,,,Mombasa Road,fuel,,,
6235829878,,EAGOL Jomvu Yard,,Mombasa,,,,,Mombasa Road,fuel,,,
6235830589,,Lake Oil,,Jomvu,,,,,Mombasa Road,fuel,,,
6235830590,,Shell,,Jomvu,,,,,Mombasa Road,fuel,,,
6235830591,,Kenol Kobil Mombasa Road,,Mombasa,,,,,Mombasa Road,fuel,,,
6235830592,,Rubis,,Mombasa,,,,,Mombasa Road,fuel,,,
6235830602,,KPC PS1 MOMBASA,,Mombasa,,,,,,fuel,,,
6235830603,,Mikindani Petrol Station,,Mombasa,,,,,Mombasa Road,fuel,,,
6235985599,,Hass Petrol Station,,Bungoma,,,,,Eldoret Road,fuel,,,
6235985610,,Gulf Energy - Kanduyi,,Bungoma,,,,,Eldoret Road,fuel,,,
6235985638,,Shreeji Service Station - Kanduyi,,Bungoma,,,,,Eldoret Road,fuel,,,
6236062031,,Western Energy,,Bungoma,,,,,Mumias-Bungoma Road,fuel,,,
6236062041,,MBIG LIMITED KANDUYI,,,,,,,,fuel,,,
6236062090,,Shell,,Bungoma,,,,,Mumias-Bungoma Road,fuel,,,
6236068223,,Total,,Kitui,,,,,Kibwezi - Kitui Road,fuel,,,
6236068233,,Total Kitui I Service Station,,Kitui,,,,,Jika Road,fuel,,,
6236068235,,Bajaber Service Station,,Kitui,,,,,Mbusyani Road,fuel,,,
6236068236,,National Oil Petrol Station-Kitui,,Kitui,,,,,Kibwezi - Kitui Road,fuel,,,
6236068237,,Shell,,Kitui,,,,,Kibwezi - Kitui Road,fuel,,,
6236068249,,Riva Kitui Petrol Station,,Kitui,,,,,Kibwezi - Kitui Road,fuel,,,
6236191607,,Rubis,,Bungoma,,,,,Mumias-Bungoma Road,fuel,,,
6236198422,,Eber Fuel Pump.,,Mwingi,,,,,Bus Park Road,fuel,,,
6236198428,,National oil petrol station,,Mwingi,,,,,Garissa Road,fuel,,,
6236198431,,Lilly energy petrol station,,Mwingi,,,,,Garissa Road,fuel,,,
6236198432,,National Oil Filling Station,,Mwingi,,,,,Garissa Road,fuel,,,
6236198434,,Rubis,,Gilgil,,,,,Nairobi-Nakuru Road,fuel,,,
6236198436,,Ox-Fuel Filling Station,,Gilgil,,,,,Nairobi-Nakuru Road,fuel,,,
6241302182,,Total Mutituni,,Machakos,,,,,Machakos-Kagundo Road,fuel,,,
6241342212,,National Oil Corporation-Gilgil,,Nakuru,,,,,Nairobi-Nakuru Road,fuel,,,
6241342238,,National Oil Filling Station,,Gilgil,,,,,Gilgil Town Road,fuel,,,
6241342240,,Total New Gilgil Service Station,,Gilgil,,,,,Gilgil Town Road,fuel,,,
6241396322,,Viet Petro Station,,Kagundo,,,,,Kangundo Road,fuel,,,
6241479035,,Mwireri Petrol Station,,Bungoma,,,,,Mumias-Bungoma Road,fuel,,,
6241663895,,Total Olkalou Service Station,,Ol Kalou,,,,,Gilgil-Nyahururu Road,fuel,,,
6241663947,,Top One,,Dundori,,,,,C83,fuel,,,
6241664251,,Caltex,,Nyahururu,,,,,Gilgil-Nyahururu Road,fuel,,,
6241664253,,Gulf Energy - Nyahururu,,Nyahururu,,,,,Gilgil-Nyahururu Road,fuel,,,
6241664256,,Shell Filling Station,,Nyahururu,,,,,Gilgil-Nyahururu Road,fuel,,,
